level_R,reached_pct,n,median_final_r,gave_back_pct,ended_negative_pct
0.5,83.0207551887972,3320,0.42632381686713744,51.53614457831325,40.66265060240964
1.0,65.96649162290574,2638,0.9389090714428104,51.4783927217589,31.197877179681576
1.5,52.61315328832208,2104,1.424504686228801,51.56844106463878,25.0
2.0,41.28532133033258,1651,1.912538635214087,52.029073288915804,19.745608721986674
3.0,25.806451612903224,1032,2.8883843391387423,53.29457364341085,13.08139534883721
4.0,16.65416354088522,666,3.8567964380696056,53.003003003003,9.30930930930931
