signal_ts,entry_ts,exit_ts,side,tag,entry_px,stop_px,target_px,exit_px,risk_px,qty,pnl,r,reason,hold_min,mfe_r,entry_dt,exit_dt,fold
1698370200000,1698370500000,1698411600000,1,pullback_ema50,1984.89,1976.5549999999998,2776.555,1977.7293955714988,8.335000000000264,11.997600479903639,-85.91007112778733,-0.8591007112778734,stop,685,0.5702459508098114,2023-10-27 01:35:00+00:00,2023-10-27 13:00:00+00:00,2023-10-03 00:00:00+00:00
1698372000000,1698372300000,1698411600000,1,pullback_ema20,1985.8849999999998,1977.5265,2777.5265,1977.8965816021062,8.358499999999822,11.963869115272134,-95.57239215043107,-0.9557239215043107,stop,655,0.44960220135195855,2023-10-27 02:05:00+00:00,2023-10-27 13:00:00+00:00,2023-10-03 00:00:00+00:00
1698390000000,1698390300000,1698411300000,1,pullback_ema20,1987.917,1979.5549999999998,2779.555,1979.5049999999999,8.36200000000008,11.958861516383525,-100.59794307581862,-1.0059794307581862,stop,350,0.10613489595793642,2023-10-27 07:05:00+00:00,2023-10-27 12:55:00+00:00,2023-10-03 00:00:00+00:00
1698391800000,1698392100000,1698404400000,1,pullback_ema20,1988.765,1980.4215,2780.4215,1980.3715,8.343500000000176,11.985377839036122,-100.59926889195125,-1.0059926889195125,stop,205,0.0,2023-10-27 07:35:00+00:00,2023-10-27 11:00:00+00:00,2023-10-03 00:00:00+00:00
1698399000000,1698399300000,1698411300000,1,pullback_ema20,1987.6019999999999,1979.26,2779.26,1979.21,8.34199999999987,11.987532965715841,-100.59937664828524,-1.0059937664828524,stop,200,0.0,2023-10-27 09:35:00+00:00,2023-10-27 12:55:00+00:00,2023-10-03 00:00:00+00:00
1698651000000,1698651300000,1698765300000,1,pullback_ema50,1997.1274999999998,1988.7714999999998,2788.7715,1993.5846967250927,8.355999999999995,11.967448539971286,-42.398315879692476,-0.4239831587969248,stop,1900,1.2550263283867984,2023-10-30 07:35:00+00:00,2023-10-31 15:15:00+00:00,2023-10-03 00:00:00+00:00
1698660000000,1698660300000,1698765300000,1,pullback_ema50,1997.05,1988.68,2788.6800000000003,1992.7566958152668,8.36999999999989,11.947431302270168,-51.29395680684879,-0.512939568068488,stop,1750,1.2621863799283262,2023-10-30 10:05:00+00:00,2023-10-31 15:15:00+00:00,2023-10-03 00:00:00+00:00
1698667200000,1698667500000,1698765300000,1,pullback_ema50,1996.207,1987.84,2787.84,1993.8638419455392,8.36700000000019,11.951715071112435,-28.00475743349884,-0.2800475743349884,stop,1630,1.363391896737127,2023-10-30 12:05:00+00:00,2023-10-31 15:15:00+00:00,2023-10-03 00:00:00+00:00
1698669000000,1698669300000,1698765300000,1,pullback_ema50,1997.1799999999998,1988.775,2788.775,1993.7963532351434,8.404999999999745,11.897679952409641,-40.257546280267654,-0.40257546280267653,stop,1600,1.2414634146341923,2023-10-30 12:35:00+00:00,2023-10-31 15:15:00+00:00,2023-10-03 00:00:00+00:00
1698670800000,1698671100000,1698765300000,1,pullback_ema50,1998.407,1990.045,2790.045,1993.2298280040618,8.361999999999853,11.958861516383852,-61.913082945924614,-0.6191308294592461,stop,1570,1.101112174121041,2023-10-30 13:05:00+00:00,2023-10-31 15:15:00+00:00,2023-10-03 00:00:00+00:00
1699009200000,1699009500000,1699016700000,1,pullback_ema20,1988.6784999999998,1980.3685,2780.3685,1995.7233466640641,8.309999999999718,12.033694344164067,84.77553145685462,0.8477553145685462,ladder_lock_0.85R,120,1.8192539109507708,2023-11-03 11:05:00+00:00,2023-11-03 13:05:00+00:00,2023-10-03 00:00:00+00:00
1699011000000,1699011300000,1699016700000,1,pullback_ema20,1988.705,1980.3735,2780.3734999999997,1995.7849290452023,8.331500000000005,12.002640580927796,84.97784366803492,0.8497784366803492,ladder_lock_0.86R,90,1.8113785032707452,2023-11-03 11:35:00+00:00,2023-11-03 13:05:00+00:00,2023-10-03 00:00:00+00:00
1699014600000,1699014900000,1699017900000,1,pullback_ema20,1989.5700000000002,1981.1535,2781.1535,1995.0266913706082,8.41650000000027,11.881423394522283,64.83326050743024,0.6483326050743023,ladder_lock_0.65R,50,1.6903106992217112,2023-11-03 12:35:00+00:00,2023-11-03 13:25:00+00:00,2023-10-03 00:00:00+00:00
1699020000000,1699020300000,1699225500000,1,pullback_ema20,1995.85,1986.4636598836053,2883.5976715230695,1991.0390000000002,9.38634011639465,10.65377972244315,-51.25533424467074,-0.5125533424467075,timeout,3420,0.3244075925484017,2023-11-03 14:05:00+00:00,2023-11-05 23:05:00+00:00,2023-10-03 00:00:00+00:00
1699023600000,1699023900000,1699225500000,1,pullback_ema20,1994.835,1984.4129159200475,2992.621323915297,1991.0390000000002,10.422084079952583,9.595009907121664,-36.42265760743213,-0.3642265760743213,timeout,3360,0.06620556835912289,2023-11-03 15:05:00+00:00,2023-11-05 23:05:00+00:00,2023-10-03 00:00:00+00:00
1699032600000,1699032900000,1699225500000,1,pullback_ema20,1992.06,1982.489186476807,2909.5705387961143,1991.0390000000002,9.57081352319301,10.448432597466182,-10.667849682010159,-0.1066784968201016,timeout,3210,0.29673548576805475,2023-11-03 17:35:00+00:00,2023-11-05 23:05:00+00:00,2023-10-03 00:00:00+00:00
1699232400000,1699232700000,1699242300000,1,pullback_ema50,1991.48,1983.17,2783.17,1983.1200000000001,8.309999999999945,12.033694344163738,-100.60168471720765,-1.0060168471720765,stop,160,0.16004813477736896,2023-11-06 01:05:00+00:00,2023-11-06 03:45:00+00:00,2023-10-03 00:00:00+00:00
1699234200000,1699234500000,1699241100000,1,pullback_ema50,1992.8600000000001,1984.53,2784.5299999999997,1984.48,8.330000000000155,12.004801920768084,-100.60024009603787,-1.0060024009603787,stop,110,0.0,2023-11-06 01:35:00+00:00,2023-11-06 03:25:00+00:00,2023-10-03 00:00:00+00:00
1700134200000,1700134500000,1700153400000,1,pullback_ema20,1966.7685000000001,1958.4535,2758.4535,1980.3426617389885,8.315000000000055,12.026458208057647,163.2490888633582,1.632490888633582,ladder_lock_1.64R,315,2.516295850871847,2023-11-16 11:35:00+00:00,2023-11-16 16:50:00+00:00,2023-10-03 00:00:00+00:00
1700139600000,1700139900000,1700153400000,1,pullback_ema50,1964.725,1956.38,2756.38,1980.1514288777544,8.3449999999998,11.983223487118321,184.85834485026757,1.8485834485026758,ladder_lock_1.85R,225,2.752127022169002,2023-11-16 13:05:00+00:00,2023-11-16 16:50:00+00:00,2023-10-03 00:00:00+00:00
1700206200000,1700206500000,1700228700000,1,pullback_ema20,1985.04,1976.72,2776.7200000000003,1985.2585753196424,8.319999999999936,12.01923076923086,2.6271072072412274,0.026271072072412274,ladder_lock_0.03R,370,0.9805889423077002,2023-11-17 07:35:00+00:00,2023-11-17 13:45:00+00:00,2023-10-03 00:00:00+00:00
1700224200000,1700224500000,1700232000000,1,pullback_ema20,1990.26,1981.94,2781.94,1981.89,8.319999999999936,12.01923076923086,-100.600961538461,-1.0060096153846099,stop,125,0.1319711538461496,2023-11-17 12:35:00+00:00,2023-11-17 14:40:00+00:00,2023-10-03 00:00:00+00:00
1700236800000,1700237100000,1700435100000,1,pullback_ema50,1983.9675,1975.545,2775.545,1977.2100000000003,8.4224999999999,11.872959335114418,-80.23152270703223,-0.8023152270703222,timeout,3300,0.1207479964381199,2023-11-17 16:05:00+00:00,2023-11-19 23:05:00+00:00,2023-10-03 00:00:00+00:00
1700571600000,1700571900000,1700616600000,1,pullback_ema20,1989.6799999999998,1981.18,2781.1800000000003,1995.7931063782848,8.499999999999773,11.764705882353256,71.91889856806087,0.7191889856806086,ladder_lock_0.73R,745,2.075294117647099,2023-11-21 13:05:00+00:00,2023-11-22 01:30:00+00:00,2023-10-03 00:00:00+00:00
1700595000000,1700595300000,1700666100000,1,pullback_ema20,2000.4555,1992.1235,2792.1234999999997,1992.0735,8.332000000000107,12.001920307249005,-100.6000960153619,-1.006000960153619,stop,1180,0.6814090254440907,2023-11-21 19:35:00+00:00,2023-11-22 15:15:00+00:00,2023-10-03 00:00:00+00:00
1700604000000,1700607900000,1700665800000,1,pullback_ema20,1999.653,1990.425,2790.425,1994.7574134437498,9.228000000000065,10.836584308625845,-53.05143645698095,-0.5305143645698095,stop,965,0.7022106631989813,2023-11-21 23:05:00+00:00,2023-11-22 15:10:00+00:00,2023-10-03 00:00:00+00:00
1700629200000,1700629500000,1700660400000,1,pullback_ema20,1999.674,1991.3215,2791.3215,1997.0552579266378,8.352499999999964,11.97246333433109,-31.352793455399446,-0.31352793455399447,stop,515,0.7733014067644796,2023-11-22 05:05:00+00:00,2023-11-22 13:40:00+00:00,2023-10-03 00:00:00+00:00
1700645400000,1700645700000,1700666100000,1,pullback_ema20,2000.916,1992.5349999999999,2792.535,1993.300766694428,8.381000000000085,11.931750387781767,-90.86306294680756,-0.9086306294680756,stop,340,0.28552678677964827,2023-11-22 09:35:00+00:00,2023-11-22 15:15:00+00:00,2023-10-03 00:00:00+00:00
1700650800000,1700651100000,1700666100000,1,pullback_ema20,2001.5400000000002,1993.17,2793.17,1993.1200000000001,8.370000000000118,11.947431302269843,-100.59737156511295,-1.0059737156511295,stop,250,0.18876941457585483,2023-11-22 11:05:00+00:00,2023-11-22 15:15:00+00:00,2023-10-03 00:00:00+00:00
1700730000000,1700730300000,1701039900000,1,pullback_ema20,1995.2545,1987.03,2787.0299999999997,2000.8159999999998,8.224500000000035,12.158793847650262,67.62113198370446,0.6762113198370446,timeout,5160,0.9840719800595954,2023-11-23 09:05:00+00:00,2023-11-26 23:05:00+00:00,2023-10-03 00:00:00+00:00
1700832600000,1700832900000,1701039900000,1,pullback_ema20,1998.34,1989.9650000000001,2789.965,2000.8159999999998,8.374999999999773,11.94029850746301,29.564179104477045,0.29564179104477045,timeout,3450,0.5979701492537793,2023-11-24 13:35:00+00:00,2023-11-26 23:05:00+00:00,2023-10-03 00:00:00+00:00
1701095400000,1701095700000,1701250500000,1,pullback_ema20,2012.4265,2004.0965,2804.0965,2038.2947469540943,8.329999999999927,12.004801920768411,310.5431807214226,3.1054318072142255,ladder_lock_3.11R,2580,4.715906362545059,2023-11-27 14:35:00+00:00,2023-11-29 09:35:00+00:00,2023-10-03 00:00:00+00:00
1701099000000,1701099300000,1701103500000,1,pullback_ema20,2014.1464999999998,2005.725,2805.725,2005.675,8.421499999999924,11.874369174137732,-100.59371845870635,-1.0059371845870635,stop,70,0.0,2023-11-27 15:35:00+00:00,2023-11-27 16:45:00+00:00,2023-10-03 00:00:00+00:00
1701104400000,1701104700000,1701250500000,1,pullback_ema50,2011.152,2002.8465,2802.8465,2036.2949850300965,8.305499999999938,12.04021431581491,302.72692830168785,3.0272692830168784,ladder_lock_3.03R,2430,4.883270122208211,2023-11-27 17:05:00+00:00,2023-11-29 09:35:00+00:00,2023-10-03 00:00:00+00:00
1701153000000,1701153300000,1701243900000,1,pullback_ema20,2015.6299999999999,2007.3,2807.3,2041.0743004854596,8.329999999999927,12.004801920768411,305.4537873404556,3.054537873404556,ladder_lock_3.06R,1510,4.331332533013262,2023-11-28 06:35:00+00:00,2023-11-29 07:45:00+00:00,2023-10-03 00:00:00+00:00
1701165600000,1701165900000,1701243900000,1,pullback_ema20,2016.3215,2007.9715,2807.9715,2041.020887974324,8.349999999999909,11.976047904191747,295.8010535847224,2.958010535847224,ladder_lock_2.96R,1300,4.238143712574899,2023-11-28 10:05:00+00:00,2023-11-29 07:45:00+00:00,2023-10-03 00:00:00+00:00
1701174600000,1701174900000,1701243600000,1,pullback_ema20,2015.7654999999997,2007.4105,2807.4105,2042.1235574846992,8.35499999999979,11.96888090963525,315.4764510436875,3.154764510436875,ladder_lock_3.16R,1145,4.302154398563877,2023-11-28 12:35:00+00:00,2023-11-29 07:40:00+00:00,2023-10-03 00:00:00+00:00
1701264600000,1701264900000,1701338100000,1,pullback_ema20,2042.49,2034.1635,2834.1635,2038.6338531945462,8.326499999999896,12.009848075421996,-46.31173729002421,-0.46311737290024213,stop,1220,0.811805680658191,2023-11-29 13:35:00+00:00,2023-11-30 09:55:00+00:00,2023-10-03 00:00:00+00:00
1701268200000,1701268500000,1701339300000,1,pullback_ema50,2040.587,2032.19,2832.19,2037.5942662748892,8.396999999999935,11.9090151244493,-35.64051119579447,-0.35640511195794466,stop,1180,1.031618435155464,2023-11-29 14:35:00+00:00,2023-11-30 10:15:00+00:00,2023-10-03 00:00:00+00:00
1701270000000,1701270300000,1701339600000,1,pullback_ema20,2044.6414999999997,2036.2965,2836.2965,2036.8564615409684,8.3449999999998,11.983223487118321,-93.28985571038311,-0.9328985571038311,stop,1155,0.5521869382864877,2023-11-29 15:05:00+00:00,2023-11-30 10:20:00+00:00,2023-10-03 00:00:00+00:00
