signal_ts,entry_ts,exit_ts,side,tag,entry_px,stop_px,target_px,exit_px,risk_px,qty,pnl,r,reason,hold_min,entry_dt,exit_dt,fold
1641798900000,1641799200000,1641806400000,-1,PULLBACK,1791.426,1797.87,1779.87,1797.9199999999998,6.44399999999996,15.518311607697179,-100.77591558038415,-1.0077591558038415,stop,120,2022-01-10 07:20:00+00:00,2022-01-10 09:20:00+00:00,2022-01-03 00:00:00+00:00
1641816000000,1641816300000,1641821100000,-1,FADE,1800.253,1806.625,1788.625,1796.1251029003242,6.372000000000071,15.693659761456196,64.78181261261216,0.6478181261261216,stop,80,2022-01-10 12:05:00+00:00,2022-01-10 13:25:00+00:00,2022-01-03 00:00:00+00:00
1641826800000,1641827100000,1641836400000,-1,PULLBACK,1793.853,1800.299589680085,1782.1808206398298,1797.9685896800847,6.446589680085026,15.512077697285841,-63.84134688762114,-0.6384134688762114,stop,155,2022-01-10 15:05:00+00:00,2022-01-10 17:40:00+00:00,2022-01-03 00:00:00+00:00
1641828600000,1641828900000,1641836400000,-1,PULLBACK,1794.2575,1800.653204877216,1782.6135902455674,1797.9422048772158,6.395704877216076,15.63549318171917,-57.612177984355576,-0.5761217798435557,stop,125,2022-01-10 15:35:00+00:00,2022-01-10 17:40:00+00:00,2022-01-03 00:00:00+00:00
1641906000000,1641906300000,1641908400000,1,PULLBACK,1807.8705,1801.5214999999998,1819.5214999999998,1805.0930902754435,6.34900000000016,15.750511891636082,-43.745624894572714,-0.43745624894572716,stop,35,2022-01-11 13:05:00+00:00,2022-01-11 13:40:00+00:00,2022-01-03 00:00:00+00:00
1641907800000,1641908100000,1641910200000,1,PULLBACK,1808.4954999999998,1802.1255,1820.1255,1802.0755000000001,6.3699999999996635,15.698587127159385,-100.78492935635725,-1.0078492935635726,stop,35,2022-01-11 13:35:00+00:00,2022-01-11 14:10:00+00:00,2022-01-03 00:00:00+00:00
1641915000000,1641915300000,1641958800000,1,PULLBACK,1808.4489999999998,1802.1100000000001,1820.1100000000001,1818.4294999999997,6.338999999999714,15.775358889415445,157.44596939580916,1.5744596939580915,timeout,725,2022-01-11 15:35:00+00:00,2022-01-12 03:40:00+00:00,2022-01-03 00:00:00+00:00
1641916800000,1641917100000,1641960600000,1,PULLBACK,1812.0655,1805.134179085264,1825.011641829472,1817.815,6.931320914736034,14.427264475289167,82.94955710067688,0.8294955710067689,timeout,725,2022-01-11 16:05:00+00:00,2022-01-12 04:10:00+00:00,2022-01-03 00:00:00+00:00
1641995100000,1641995400000,1642038900000,1,PULLBACK,1824.1580000000001,1817.8029999999999,1835.8029999999999,1824.8090000000002,6.355000000000246,15.735641227379407,10.243902439025053,0.10243902439025053,timeout,725,2022-01-12 13:50:00+00:00,2022-01-13 01:55:00+00:00,2022-01-03 00:00:00+00:00
1642059900000,1642060200000,1642063500000,1,PULLBACK,1827.363,1820.94,1838.94,1820.89,6.423000000000002,15.569048731122525,-100.77845243655543,-1.0077845243655543,stop,55,2022-01-13 07:50:00+00:00,2022-01-13 08:45:00+00:00,2022-01-03 00:00:00+00:00
1642145400000,1642145700000,1642149300000,1,PULLBACK,1827.294,1820.877,1838.877,1825.8288359268506,6.417000000000144,15.583606046438797,-22.832539709357146,-0.22832539709357147,stop,60,2022-01-14 07:35:00+00:00,2022-01-14 08:35:00+00:00,2022-01-03 00:00:00+00:00
1642184100000,1642184400000,1642374300000,1,FADE,1817.115,1810.7930000000001,1828.7930000000001,1816.966,6.321999999999889,15.817779183802871,-2.3568490983884405,-0.023568490983884405,timeout,3165,2022-01-14 18:20:00+00:00,2022-01-16 23:05:00+00:00,2022-01-03 00:00:00+00:00
1642440600000,1642440900000,1642470000000,-1,PULLBACK,1819.1740000000002,1825.547,1807.547,1821.4420410445202,6.37299999999982,15.69119723834973,-35.58827937423657,-0.3558827937423657,stop,485,2022-01-17 17:35:00+00:00,2022-01-18 01:40:00+00:00,2022-01-03 00:00:00+00:00
1642490100000,1642490400000,1642506300000,-1,PULLBACK,1813.921,1820.362,1802.362,1813.4252987724433,6.441000000000031,15.525539512497986,7.696028994826309,0.0769602899482631,stop,265,2022-01-18 07:20:00+00:00,2022-01-18 11:45:00+00:00,2022-01-03 00:00:00+00:00
1642492800000,1642493100000,1642506300000,-1,PULLBACK,1815.916,1822.3049999999998,1804.3049999999998,1813.7684380113185,6.388999999999896,15.65190170605754,33.61342915450744,0.33613429154507446,stop,220,2022-01-18 08:05:00+00:00,2022-01-18 11:45:00+00:00,2022-01-03 00:00:00+00:00
1642511700000,1642512000000,1642512900000,-1,PULLBACK,1807.538,1813.877,1795.877,1811.9651347271772,6.338999999999942,15.775358889414878,-69.839639173012,-0.69839639173012,stop,15,2022-01-18 13:20:00+00:00,2022-01-18 13:35:00+00:00,2022-01-03 00:00:00+00:00
1642526100000,1642526400000,1642569900000,-1,PULLBACK,1813.9899999999998,1822.562838164455,1797.87032367109,1813.608,8.572838164455106,11.664748369404924,4.45593387711075,0.0445593387711075,timeout,725,2022-01-18 17:20:00+00:00,2022-01-19 05:25:00+00:00,2022-01-03 00:00:00+00:00
1642527000000,1642527300000,1642570800000,-1,PULLBACK,1813.8220000000001,1822.1298854384227,1798.3252291231554,1814.304,8.307885438422545,12.0367572159237,-5.801716978074873,-0.05801716978074874,timeout,725,2022-01-18 17:35:00+00:00,2022-01-19 05:40:00+00:00,2022-01-03 00:00:00+00:00
1642599900000,1642600200000,1642604700000,-1,FADE,1822.8509999999999,1829.2150000000001,1811.2150000000001,1829.265,6.36400000000026,15.71338780641042,-100.78566939031981,-1.007856693903198,stop,75,2022-01-19 13:50:00+00:00,2022-01-19 15:05:00+00:00,2022-01-03 00:00:00+00:00
1642662000000,1642662300000,1642672200000,1,PULLBACK,1840.8359999999998,1834.412,1852.412,1838.5053499964527,6.423999999999751,15.566625155666856,-36.28035497427187,-0.3628035497427187,stop,165,2022-01-20 07:05:00+00:00,2022-01-20 09:50:00+00:00,2022-01-03 00:00:00+00:00
1642663800000,1642664100000,1642671600000,1,PULLBACK,1840.9479999999999,1834.595,1852.595,1838.523692088778,6.352999999999838,15.740594994491193,-38.16004897248376,-0.38160048972483757,stop,125,2022-01-20 07:35:00+00:00,2022-01-20 09:40:00+00:00,2022-01-03 00:00:00+00:00
1642683600000,1642683900000,1642686300000,1,PULLBACK,1840.773,1834.473,1852.473,1842.7089262028173,6.2999999999999545,15.873015873015987,30.72898734630859,0.3072898734630859,stop,40,2022-01-20 13:05:00+00:00,2022-01-20 13:45:00+00:00,2022-01-03 00:00:00+00:00
1642690800000,1642691100000,1642695900000,1,PULLBACK,1846.589,1840.0056291811125,1858.8587416377752,1841.2876291811126,6.583370818887488,15.189786926949806,-80.52669315964803,-0.8052669315964803,stop,80,2022-01-20 15:05:00+00:00,2022-01-20 16:25:00+00:00,2022-01-03 00:00:00+00:00
1642749300000,1642749600000,1642753200000,1,PULLBACK,1842.6560000000002,1836.2,1854.2,1836.15,6.456000000000131,15.489467162329301,-100.77447335811576,-1.0077447335811576,stop,60,2022-01-21 07:20:00+00:00,2022-01-21 08:20:00+00:00,2022-01-03 00:00:00+00:00
1643009400000,1643009700000,1643018700000,1,PULLBACK,1839.2690000000002,1832.9070000000002,1850.9070000000002,1840.5020467566317,6.36200000000008,15.71832756994636,19.381432829792878,0.19381432829792877,stop,150,2022-01-24 07:35:00+00:00,2022-01-24 10:05:00+00:00,2022-01-03 00:00:00+00:00
1643011200000,1643011500000,1643018700000,1,PULLBACK,1838.414,1832.025,1850.025,1840.458322203422,6.388999999999896,15.65190170605754,31.997530183473646,0.31997530183473644,stop,120,2022-01-24 08:05:00+00:00,2022-01-24 10:05:00+00:00,2022-01-03 00:00:00+00:00
1643031000000,1643031300000,1643031900000,1,PULLBACK,1841.8290000000002,1835.5,1853.5,1837.735576885005,6.329000000000178,15.800284405118846,-64.67724940741128,-0.6467724940741129,stop,10,2022-01-24 13:35:00+00:00,2022-01-24 13:45:00+00:00,2022-01-03 00:00:00+00:00
1643095800000,1643096100000,1643103900000,1,PULLBACK,1843.1960000000001,1836.808,1854.808,1836.758,6.388000000000147,15.654351909830572,-100.78271759549082,-1.0078271759549082,stop,130,2022-01-25 07:35:00+00:00,2022-01-25 09:45:00+00:00,2022-01-03 00:00:00+00:00
1643121900000,1643122200000,1643123100000,1,PULLBACK,1842.3239999999998,1836.028,1854.028,1847.2959524758235,6.295999999999822,15.88310038119486,78.97002026403699,0.7897002026403699,stop,15,2022-01-25 14:50:00+00:00,2022-01-25 15:05:00+00:00,2022-01-03 00:00:00+00:00
1643124600000,1643124900000,1643168400000,1,PULLBACK,1844.223,1835.6637841980264,1860.3274316039472,1846.8759999999997,8.55921580197355,11.683313321407597,30.995830241691934,0.30995830241691935,timeout,725,2022-01-25 15:35:00+00:00,2022-01-26 03:40:00+00:00,2022-01-03 00:00:00+00:00
1643225400000,1643225700000,1643241600000,-1,PULLBACK,1831.5810000000001,1839.1273697498561,1817.820260500288,1822.531369749856,7.546369749856012,13.251404756824702,119.92031334426581,1.199203133442658,stop,265,2022-01-26 19:35:00+00:00,2022-01-27 00:00:00+00:00,2022-01-03 00:00:00+00:00
1643226300000,1643226600000,1643270100000,-1,PULLBACK,1822.268,1831.4199147677234,1805.146170464553,1811.829,9.151914767723383,10.926675186342,114.063562270225,1.14063562270225,timeout,725,2022-01-26 19:50:00+00:00,2022-01-27 07:55:00+00:00,2022-01-03 00:00:00+00:00
1643268600000,1643268900000,1643274600000,-1,PULLBACK,1812.0665,1818.355,1800.355,1815.3759407617072,6.288500000000113,15.902043412578232,-52.62687066402489,-0.5262687066402489,stop,95,2022-01-27 07:35:00+00:00,2022-01-27 09:10:00+00:00,2022-01-03 00:00:00+00:00
1643281200000,1643281500000,1643285700000,-1,PULLBACK,1811.3680000000002,1817.7330000000002,1799.7330000000002,1813.2481002232994,6.365000000000009,15.710919088766671,-29.538102487026247,-0.29538102487026247,stop,70,2022-01-27 11:05:00+00:00,2022-01-27 12:15:00+00:00,2022-01-03 00:00:00+00:00
1643286600000,1643286900000,1643294100000,-1,PULLBACK,1810.9955,1817.3899999999999,1799.3899999999999,1803.4612709001885,6.39449999999988,15.638439283759775,117.8235843273375,1.178235843273375,stop,120,2022-01-27 12:35:00+00:00,2022-01-27 14:35:00+00:00,2022-01-03 00:00:00+00:00
1643295600000,1643295900000,1643339400000,-1,PULLBACK,1805.342,1815.1466164737117,1786.7017670525765,1799.369,9.804616473711576,10.199277071991844,60.92028195100916,0.6092028195100916,timeout,725,2022-01-27 15:05:00+00:00,2022-01-28 03:10:00+00:00,2022-01-03 00:00:00+00:00
1643353200000,1643353500000,1643362800000,-1,PULLBACK,1796.9080000000001,1803.28,1785.28,1793.3199546212907,6.371999999999844,15.693659761456757,56.30956338213363,0.5630956338213363,stop,155,2022-01-28 07:05:00+00:00,2022-01-28 09:40:00+00:00,2022-01-03 00:00:00+00:00
1643356800000,1643357100000,1643369400000,-1,PULLBACK,1795.6309999999999,1802.025,1784.025,1784.0833912546514,6.394000000000233,15.639662183296272,180.60069980212822,1.8060069980212823,stop,205,2022-01-28 08:05:00+00:00,2022-01-28 11:30:00+00:00,2022-01-03 00:00:00+00:00
1643376600000,1643376900000,1643381700000,-1,PULLBACK,1785.153,1792.8039780447014,1770.8020439105971,1788.4744780447013,7.650978044701333,13.070224409970013,-43.41246341703414,-0.4341246341703414,stop,80,2022-01-28 13:35:00+00:00,2022-01-28 14:55:00+00:00,2022-01-03 00:00:00+00:00
1643379300000,1643379600000,1643381700000,-1,PULLBACK,1785.5125,1793.788230781417,1770.0470384371654,1789.0542307814171,8.275730781416996,12.08352502531235,-42.79659253017226,-0.4279659253017226,stop,35,2022-01-28 14:20:00+00:00,2022-01-28 14:55:00+00:00,2022-01-03 00:00:00+00:00
1643382000000,1643382300000,1643405700000,-1,PULLBACK,1786.1879999999999,1795.1268918647133,1769.4307162705732,1790.842391864713,8.938891864713469,11.187068991711698,-52.06900290500637,-0.5206900290500637,stop,390,2022-01-28 15:05:00+00:00,2022-01-28 21:35:00+00:00,2022-01-03 00:00:00+00:00
1643383800000,1643384100000,1643406600000,-1,PULLBACK,1784.2630000000001,1794.0213774241658,1765.6822451516675,1791.7233774241656,9.758377424165701,10.247605278348779,-76.45100307035216,-0.7645100307035215,stop,375,2022-01-28 15:35:00+00:00,2022-01-28 21:50:00+00:00,2022-01-03 00:00:00+00:00
1643721300000,1643721600000,1643722200000,1,PULLBACK,1806.5875,1800.245,1818.245,1802.7835097817635,6.3425000000002,15.766653527788229,-59.976195794031206,-0.5997619579403121,stop,10,2022-02-01 13:20:00+00:00,2022-02-01 13:30:00+00:00,2022-01-03 00:00:00+00:00
1643732100000,1643732400000,1643740200000,1,PULLBACK,1806.5805,1799.1105777443292,1820.6143445113412,1800.4280777443296,7.469922255670781,13.38702018271812,-82.36260090926437,-0.8236260090926437,stop,130,2022-02-01 16:20:00+00:00,2022-02-01 18:30:00+00:00,2022-01-03 00:00:00+00:00
1643787000000,1643787300000,1643789400000,-1,PULLBACK,1797.036,1803.4650000000001,1785.4650000000001,1797.6697921454422,6.429000000000087,15.5545185876495,-9.858331706986295,-0.09858331706986295,stop,35,2022-02-02 07:35:00+00:00,2022-02-02 08:10:00+00:00,2022-01-03 00:00:00+00:00
1643805900000,1643806200000,1643808000000,-1,FADE,1803.8210000000004,1810.2085000000002,1792.2085000000002,1806.644550999434,6.387499999999818,15.65557729941336,-44.204320930468015,-0.44204320930468016,stop,30,2022-02-02 12:50:00+00:00,2022-02-02 13:20:00+00:00,2022-01-03 00:00:00+00:00
1643813100000,1643813400000,1643834700000,1,PULLBACK,1803.139,1796.775,1814.775,1805.184730523143,6.363999999999805,15.713387806411543,32.14535705755901,0.3214535705755901,stop,355,2022-02-02 14:50:00+00:00,2022-02-02 20:45:00+00:00,2022-01-03 00:00:00+00:00
1643814000000,1643814300000,1643834700000,1,PULLBACK,1803.922,1797.44,1815.44,1804.9458033429185,6.481999999999971,15.42733724159217,15.794559440272009,0.15794559440272007,stop,340,2022-02-02 15:05:00+00:00,2022-02-02 20:45:00+00:00,2022-01-03 00:00:00+00:00
1643914800000,1643915100000,1643958600000,1,PULLBACK,1805.767,1799.369008308213,1817.521983383574,1808.613,6.397991691786956,15.629904635288772,44.482708592031905,0.44482708592031905,timeout,725,2022-02-03 19:05:00+00:00,2022-02-04 07:10:00+00:00,2022-01-03 00:00:00+00:00
1643961600000,1643961900000,1643973300000,1,PULLBACK,1807.7740000000001,1801.4250000000002,1819.4250000000002,1811.6047293496877,6.348999999999933,15.750511891636645,60.33594817589518,0.6033594817589518,stop,190,2022-02-04 08:05:00+00:00,2022-02-04 11:15:00+00:00,2022-01-03 00:00:00+00:00
1643962500000,1643962800000,1643973300000,1,PULLBACK,1808.229,1801.88,1819.88,1811.3681415389956,6.348999999999933,15.750511891636645,49.443086139479895,0.49443086139479897,stop,175,2022-02-04 08:20:00+00:00,2022-02-04 11:15:00+00:00,2022-01-03 00:00:00+00:00
1643976000000,1643976300000,1643981700000,1,PULLBACK,1811.4149999999997,1805.0549999999998,1823.0549999999998,1811.0099025613372,6.3599999999999,15.72327044025182,-6.369456582744617,-0.06369456582744616,stop,90,2022-02-04 12:05:00+00:00,2022-02-04 13:35:00+00:00,2022-01-03 00:00:00+00:00
1643977800000,1643978100000,1643981700000,1,PULLBACK,1811.5124999999996,1805.1435,1823.1435,1811.0448369023775,6.368999999999687,15.701051970482794,-7.342802600441681,-0.07342802600441681,stop,60,2022-02-04 12:35:00+00:00,2022-02-04 13:35:00+00:00,2022-01-03 00:00:00+00:00
1644218100000,1644218400000,1644222000000,1,PULLBACK,1811.806,1805.392,1823.392,1810.7333336908773,6.413999999999987,15.590894917368288,-16.723827706933676,-0.16723827706933675,stop,60,2022-02-07 07:20:00+00:00,2022-02-07 08:20:00+00:00,2022-01-03 00:00:00+00:00
1644228000000,1644228300000,1644242100000,1,PULLBACK,1812.8589999999997,1806.48,1824.48,1813.2295095330985,6.378999999999678,15.676438313216028,5.808269840081991,0.05808269840081991,stop,230,2022-02-07 10:05:00+00:00,2022-02-07 13:55:00+00:00,2022-01-03 00:00:00+00:00
1644229800000,1644230100000,1644242100000,1,PULLBACK,1812.106,1805.732,1823.732,1813.2552123014982,6.374000000000024,15.688735487919615,18.02968781766874,0.1802968781766874,stop,200,2022-02-07 10:35:00+00:00,2022-02-07 13:55:00+00:00,2022-01-03 00:00:00+00:00
1644246000000,1644246300000,1644289800000,1,PULLBACK,1814.4044999999999,1808.058,1826.058,1822.066,6.346499999999878,15.756716300323315,120.72008193492961,1.207200819349296,timeout,725,2022-02-07 15:05:00+00:00,2022-02-08 03:10:00+00:00,2022-01-03 00:00:00+00:00
1644247800000,1644248100000,1644291600000,1,PULLBACK,1815.6429999999998,1809.333,1827.333,1821.6554999999998,6.309999999999718,15.847860538827966,95.28526148970387,0.9528526148970387,timeout,725,2022-02-07 15:35:00+00:00,2022-02-08 03:40:00+00:00,2022-01-03 00:00:00+00:00
1644331500000,1644331800000,1644375300000,1,PULLBACK,1822.9400000000003,1816.6100000000001,1834.6100000000001,1827.0040000000001,6.330000000000155,15.797788309636266,64.20221169035943,0.6420221169035943,timeout,725,2022-02-08 14:50:00+00:00,2022-02-09 02:55:00+00:00,2022-01-03 00:00:00+00:00
1644396300000,1644396600000,1644412200000,1,PULLBACK,1828.192,1821.788,1839.788,1829.4842111601145,6.403999999999996,15.615240474703318,20.178188009282458,0.20178188009282458,stop,260,2022-02-09 08:50:00+00:00,2022-02-09 13:10:00+00:00,2022-01-03 00:00:00+00:00
1644400800000,1644401100000,1644412200000,1,PULLBACK,1828.1670000000001,1821.7705,1839.7705,1829.5888259268318,6.39650000000006,15.633549597435952,22.22818614604241,0.2222818614604241,stop,185,2022-02-09 10:05:00+00:00,2022-02-09 13:10:00+00:00,2022-01-03 00:00:00+00:00
1644417900000,1644418200000,1644461700000,1,PULLBACK,1829.329,1822.992,1840.992,1834.2130000000002,6.336999999999989,15.780337699226791,77.07116932302746,0.7707116932302747,timeout,725,2022-02-09 14:50:00+00:00,2022-02-10 02:55:00+00:00,2022-01-03 00:00:00+00:00
1644419700000,1644420000000,1644463500000,1,PULLBACK,1829.3605000000002,1823.0,1841.0,1834.079,6.360500000000229,15.722034431254839,74.18441946387158,0.7418441946387158,timeout,725,2022-02-09 15:20:00+00:00,2022-02-10 03:25:00+00:00,2022-01-03 00:00:00+00:00
1644477300000,1644477600000,1644480000000,1,PULLBACK,1834.874,1828.525,1846.525,1833.7399655997417,6.348999999999933,15.750511891636645,-17.861622306793624,-0.17861622306793623,stop,40,2022-02-10 07:20:00+00:00,2022-02-10 08:00:00+00:00,2022-01-03 00:00:00+00:00
1644478200000,1644478500000,1644480000000,1,PULLBACK,1835.029,1828.655,1846.655,1833.7125037711887,6.374000000000024,15.688735487919615,-20.65416110466379,-0.2065416110466379,stop,25,2022-02-10 07:35:00+00:00,2022-02-10 08:00:00+00:00,2022-01-03 00:00:00+00:00
1644594300000,1644594600000,1644599400000,-1,FADE,1834.646,1841.0792053032844,1822.8655893934315,1839.2222053032842,6.433205303284467,15.544350799584322,-71.13414056516883,-0.7113414056516884,stop,80,2022-02-11 15:50:00+00:00,2022-02-11 17:10:00+00:00,2022-01-03 00:00:00+00:00
1644824700000,1644825000000,1644831000000,1,PULLBACK,1855.1009999999999,1848.7469999999998,1866.7469999999998,1853.3874016629234,6.354000000000042,15.73811772112045,-26.968812355626493,-0.2696881235562649,stop,100,2022-02-14 07:50:00+00:00,2022-02-14 09:30:00+00:00,2022-01-03 00:00:00+00:00
1644827400000,1644827700000,1644842700000,1,PULLBACK,1858.6770000000001,1852.28,1870.28,1852.23,6.397000000000162,15.632327653587224,-100.78161638267865,-1.0078161638267864,stop,250,2022-02-14 08:35:00+00:00,2022-02-14 12:45:00+00:00,2022-01-03 00:00:00+00:00
1644831900000,1644832200000,1644842700000,1,PULLBACK,1857.1550000000002,1850.85,1868.85,1852.3299941347693,6.305000000000291,15.86042823156152,-76.52665924235774,-0.7652665924235774,stop,175,2022-02-14 09:50:00+00:00,2022-02-14 12:45:00+00:00,2022-01-03 00:00:00+00:00
1644843600000,1644843900000,1644849600000,1,PULLBACK,1856.1290000000001,1849.758,1867.758,1860.210439663347,6.371000000000095,15.696123057604538,64.06277920807985,0.6406277920807985,stop,95,2022-02-14 13:05:00+00:00,2022-02-14 14:40:00+00:00,2022-01-03 00:00:00+00:00
1644845400000,1644845700000,1644855600000,1,PULLBACK,1857.6205,1850.7712847097225,1870.4564305805552,1864.1542847097226,6.849215290277471,14.600212690342936,95.39464643486006,0.9539464643486006,stop,165,2022-02-14 13:35:00+00:00,2022-02-14 16:20:00+00:00,2022-01-03 00:00:00+00:00
1644861600000,1644861900000,1644905400000,1,PULLBACK,1864.9639999999997,1857.2296010962614,1879.5207978074768,1878.573,7.734398903738338,12.929252970346031,175.95420367344403,1.7595420367344403,timeout,725,2022-02-14 18:05:00+00:00,2022-02-15 06:10:00+00:00,2022-01-03 00:00:00+00:00
1644941700000,1644942000000,1644985500000,1,FADE,1849.3929999999998,1839.1495328745964,1868.8059342508066,1852.376,10.243467125403413,9.762319610711081,29.12099939875286,0.2912099939875286,timeout,725,2022-02-15 16:20:00+00:00,2022-02-16 04:25:00+00:00,2022-01-03 00:00:00+00:00
1644942600000,1644942900000,1644986400000,1,FADE,1849.5959999999998,1839.6156376692684,1868.5187246614635,1852.9610000000002,9.980362330731396,10.01967630895337,33.71621077963274,0.3371621077963274,timeout,725,2022-02-15 16:35:00+00:00,2022-02-16 04:40:00+00:00,2022-01-03 00:00:00+00:00
1645006500000,1645006800000,1645017900000,-1,FADE,1857.3035,1863.6599999999999,1845.6599999999999,1855.1336476719503,6.356499999999869,15.731927947770323,34.135960482180025,0.3413596048218002,stop,185,2022-02-16 10:20:00+00:00,2022-02-16 13:25:00+00:00,2022-01-03 00:00:00+00:00
1645023600000,1645023900000,1645031400000,-1,FADE,1861.544,1868.0573411359549,1849.7803177280907,1866.5973411359548,6.513341135954761,15.353103409244579,-77.58446902250235,-0.7758446902250234,stop,125,2022-02-16 15:05:00+00:00,2022-02-16 17:10:00+00:00,2022-01-03 00:00:00+00:00
1645024500000,1645024800000,1645031400000,-1,FADE,1861.063,1867.5336381976724,1849.2737236046557,1866.5916381976724,6.470638197672315,15.45442612383629,-85.4419305913461,-0.8544193059134609,stop,110,2022-02-16 15:20:00+00:00,2022-02-16 17:10:00+00:00,2022-01-03 00:00:00+00:00
1645038900000,1645039200000,1645082700000,1,PULLBACK,1871.638,1864.712906800515,1884.3241863989704,1874.266,6.925093199484991,14.440238870350056,37.948947751282205,0.379489477512822,timeout,725,2022-02-16 19:20:00+00:00,2022-02-17 07:25:00+00:00,2022-01-03 00:00:00+00:00
