Time	Open	High	Low	Close	Volume
2023-02-16 20:15:00	1842.048	1842.185	1841.525	1841.555	1
2023-02-16 20:16:00	1841.535	1841.535	1840.415	1840.465	1
2023-02-16 20:17:00	1840.465	1840.565	1840.065	1840.265	1
2023-02-16 20:18:00	1839.827	1840.815	1839.657	1840.635	1
2023-02-16 20:19:00	1840.625	1840.705	1840.125	1840.185	1
2023-02-16 20:20:00	1840.155	1840.155	1839.725	1839.895	1
2023-02-16 20:21:00	1839.915	1840.315	1839.465	1840.155	1
2023-02-16 20:22:00	1840.135	1840.135	1839.525	1840.065	1
2023-02-16 20:23:00	1840.048	1840.255	1839.585	1839.615	1
2023-02-16 20:24:00	1839.595	1839.605	1839.175	1839.545	1
2023-02-16 20:25:00	1839.525	1839.735	1838.958	1839.575	1
2023-02-16 20:26:00	1839.575	1839.705	1839.445	1839.555	1
2023-02-16 20:27:00	1839.565	1839.595	1839.045	1839.185	1
2023-02-16 20:28:00	1839.195	1839.195	1838.715	1838.835	1
2023-02-16 20:29:00	1838.845	1838.955	1838.345	1838.585	1
2023-02-16 20:30:00	1838.585	1838.695	1838.205	1838.305	1
2023-02-16 20:31:00	1838.285	1838.345	1837.895	1838.325	1
2023-02-16 20:32:00	1838.305	1838.345	1837.775	1838.235	1
2023-02-16 20:33:00	1838.235	1838.295	1837.145	1837.165	1
2023-02-16 20:34:00	1837.185	1837.765	1836.685	1837.765	1
2023-02-16 20:35:00	1837.745	1838.115	1837.205	1837.965	1
2023-02-16 20:36:00	1837.955	1838.405	1837.765	1838.335	1
2023-02-16 20:37:00	1838.355	1838.525	1838.225	1838.525	1
2023-02-16 20:38:00	1838.515	1838.945	1838.335	1838.865	1
2023-02-16 20:39:00	1838.855	1838.865	1838.245	1838.255	1
2023-02-16 20:40:00	1838.235	1838.355	1837.905	1838.215	1
2023-02-16 20:41:00	1838.215	1838.215	1837.655	1837.715	1
2023-02-16 20:42:00	1837.735	1838.575	1837.735	1838.405	1
2023-02-16 20:43:00	1838.395	1838.975	1838.305	1838.765	1
2023-02-16 20:44:00	1838.785	1838.955	1838.495	1838.865	1
2023-02-16 20:45:00	1838.865	1839.235	1838.515	1838.535	1
2023-02-16 20:46:00	1838.535	1838.535	1837.805	1837.875	1
2023-02-16 20:47:00	1837.875	1838.235	1837.575	1837.715	1
2023-02-16 20:48:00	1837.705	1837.995	1837.525	1837.845	1
2023-02-16 20:49:00	1837.855	1837.965	1837.605	1837.935	1
2023-02-16 20:50:00	1837.905	1837.905	1836.895	1837.145	1
2023-02-16 20:51:00	1837.135	1837.825	1837.135	1837.765	1
2023-02-16 20:52:00	1837.755	1838.285	1837.695	1837.895	1
2023-02-16 20:53:00	1837.905	1837.955	1837.435	1837.575	1
2023-02-16 20:54:00	1837.598	1837.735	1837.255	1837.255	1
2023-02-16 20:55:00	1837.245	1837.765	1837.085	1837.195	1
2023-02-16 20:56:00	1837.165	1837.165	1836.705	1836.775	1
2023-02-16 20:57:00	1836.795	1837.505	1836.538	1836.625	1
2023-02-16 20:58:00	1836.625	1836.855	1836.325	1836.655	1
2023-02-16 20:59:00	1836.665	1836.945	1835.755	1836.425	1
2023-02-16 21:00:00	1836.425	1837.995	1836.315	1837.395	1
2023-02-16 21:01:00	1837.385	1837.875	1837.325	1837.675	1
2023-02-16 21:02:00	1837.665	1838.005	1837.335	1837.485	1
2023-02-16 21:03:00	1837.505	1837.555	1837.175	1837.175	1
2023-02-16 21:04:00	1837.165	1837.335	1836.925	1837.335	1
2023-02-16 21:05:00	1837.315	1838.065	1836.975	1838.055	1
2023-02-16 21:06:00	1838.075	1838.105	1837.725	1837.935	1
2023-02-16 21:07:00	1837.955	1837.955	1837.515	1837.725	1
2023-02-16 21:08:00	1837.695	1837.765	1837.445	1837.625	1
2023-02-16 21:09:00	1837.648	1837.665	1837.495	1837.515	1
2023-02-16 21:10:00	1837.505	1837.905	1837.445	1837.905	1
2023-02-16 21:11:00	1837.915	1838.025	1837.775	1837.825	1
2023-02-16 21:12:00	1837.825	1838.435	1837.805	1838.435	1
2023-02-16 21:13:00	1838.435	1838.515	1838.295	1838.385	1
2023-02-16 21:14:00	1838.375	1838.935	1838.375	1838.925	1
2023-02-16 21:15:00	1838.915	1838.915	1838.625	1838.825	1
2023-02-16 21:16:00	1838.848	1838.875	1838.275	1838.275	1
2023-02-16 21:17:00	1838.285	1838.285	1838.175	1838.205	1
2023-02-16 21:18:00	1838.225	1838.225	1837.948	1837.985	1
2023-02-16 21:19:00	1838.048	1838.075	1837.848	1837.848	1
2023-02-16 21:20:00	1837.848	1837.875	1837.278	1837.348	1
2023-02-16 21:21:00	1837.368	1837.368	1836.948	1837.078	1
2023-02-16 21:22:00	1837.048	1837.078	1836.588	1836.588	1
2023-02-16 21:23:00	1836.608	1836.778	1836.478	1836.568	1
2023-02-16 21:24:00	1836.508	1836.668	1836.508	1836.668	1
2023-02-16 21:25:00	1836.678	1836.808	1836.578	1836.587	1
2023-02-16 21:26:00	1836.628	1836.648	1836.378	1836.378	1
2023-02-16 21:27:00	1836.378	1836.478	1836.348	1836.408	1
2023-02-16 21:28:00	1836.408	1836.828	1836.358	1836.578	1
2023-02-16 21:29:00	1836.568	1836.708	1836.508	1836.678	1
2023-02-16 21:30:00	1836.678	1836.708	1836.288	1836.408	1
2023-02-16 21:31:00	1836.388	1836.388	1836.288	1836.288	1
2023-02-16 21:32:00	1836.198	1836.448	1836.098	1836.248	1
2023-02-16 21:33:00	1836.227	1836.548	1836.227	1836.448	1
2023-02-16 21:34:00	1836.548	1836.648	1836.448	1836.548	1
2023-02-16 21:35:00	1836.648	1836.648	1836.448	1836.448	1
2023-02-16 21:36:00	1836.548	1836.548	1836.448	1836.448	1
2023-02-16 21:37:00	1836.348	1836.348	1836.248	1836.248	1
2023-02-16 21:38:00	1836.148	1836.198	1835.998	1836.198	1
2023-02-16 21:39:00	1836.198	1836.198	1836.098	1836.198	1
2023-02-16 21:40:00	1836.127	1836.198	1835.848	1836.098	1
2023-02-16 21:41:00	1836.098	1836.325	1836.005	1836.275	1
2023-02-16 21:42:00	1836.275	1836.275	1836.255	1836.275	1
2023-02-16 21:43:00	1836.275	1836.275	1836.275	1836.275	1
2023-02-16 21:44:00	1836.275	1836.405	1836.275	1836.305	1
2023-02-16 21:45:00	1836.305	1836.475	1836.255	1836.475	1
2023-02-16 21:46:00	1836.475	1836.548	1836.448	1836.475	1
2023-02-16 21:47:00	1836.455	1836.965	1836.455	1836.825	1
2023-02-16 21:48:00	1836.825	1837.315	1836.825	1837.315	1
2023-02-16 21:49:00	1837.298	1837.415	1837.198	1837.305	1
2023-02-16 21:50:00	1837.298	1837.398	1837.198	1837.205	1
2023-02-16 21:51:00	1837.198	1837.405	1837.105	1837.405	1
2023-02-16 21:52:00	1837.315	1837.505	1837.298	1837.305	1
2023-02-16 21:53:00	1837.298	1837.305	1837.205	1837.305	1
2023-02-16 21:54:00	1837.248	1837.248	1836.058	1836.058	1
2023-02-16 21:55:00	1836.058	1836.198	1835.958	1836.198	1
2023-02-16 21:56:00	1836.298	1836.398	1836.177	1836.398	1
2023-02-16 21:57:00	1836.397	1836.448	1836.248	1836.348	1
2023-02-16 21:58:00	1836.107	1836.448	1836.107	1836.298	1
2023-02-16 21:59:00	1836.247	1836.247	1835.065	1835.065	1
2023-02-16 23:00:00	1836.258	1836.747	1835.997	1836.198	1
2023-02-16 23:01:00	1836.198	1836.448	1836.128	1836.348	1
2023-02-16 23:02:00	1836.327	1836.327	1835.407	1835.548	1
2023-02-16 23:03:00	1835.548	1835.548	1835.427	1835.448	1
2023-02-16 23:04:00	1835.448	1835.548	1834.897	1835.248	1
2023-02-16 23:05:00	1835.208	1835.648	1835.048	1835.448	1
2023-02-16 23:06:00	1835.448	1835.448	1835.348	1835.448	1
2023-02-16 23:07:00	1835.448	1835.848	1835.448	1835.848	1
2023-02-16 23:08:00	1835.748	1835.748	1835.348	1835.448	1
2023-02-16 23:09:00	1835.448	1835.748	1835.447	1835.648	1
2023-02-16 23:10:00	1835.648	1835.765	1835.548	1835.648	1
2023-02-16 23:11:00	1835.648	1835.748	1834.915	1835.165	1
2023-02-16 23:12:00	1835.145	1835.285	1834.885	1835.265	1
2023-02-16 23:13:00	1835.255	1835.375	1835.165	1835.375	1
2023-02-16 23:14:00	1835.385	1835.815	1835.045	1835.045	1
2023-02-16 23:15:00	1835.058	1835.285	1834.678	1834.758	1
2023-02-16 23:16:00	1834.728	1835.008	1834.678	1834.858	1
2023-02-16 23:17:00	1834.878	1835.175	1834.837	1835.028	1
2023-02-16 23:18:00	1835.028	1835.125	1834.987	1835.098	1
2023-02-16 23:19:00	1835.095	1835.095	1834.595	1834.705	1
2023-02-16 23:20:00	1834.705	1834.855	1834.685	1834.835	1
2023-02-16 23:21:00	1834.928	1835.275	1834.845	1835.275	1
2023-02-16 23:22:00	1835.265	1835.265	1834.808	1834.808	1
2023-02-16 23:23:00	1834.795	1834.975	1834.745	1834.975	1
2023-02-16 23:24:00	1834.935	1834.975	1834.505	1834.555	1
2023-02-16 23:25:00	1834.518	1834.545	1834.425	1834.525	1
2023-02-16 23:26:00	1834.535	1834.915	1834.535	1834.785	1
2023-02-16 23:27:00	1834.735	1835.025	1834.655	1835.005	1
2023-02-16 23:28:00	1835.015	1835.105	1834.815	1834.845	1
2023-02-16 23:29:00	1834.825	1835.008	1834.798	1834.998	1
2023-02-16 23:30:00	1835.008	1835.098	1834.698	1834.698	1
2023-02-16 23:31:00	1834.698	1834.898	1834.698	1834.898	1
2023-02-16 23:32:00	1834.798	1834.798	1834.427	1834.598	1
2023-02-16 23:33:00	1834.498	1834.598	1834.175	1834.348	1
2023-02-16 23:34:00	1834.348	1834.405	1834.248	1834.305	1
2023-02-16 23:35:00	1834.255	1834.285	1834.075	1834.255	1
2023-02-16 23:36:00	1834.235	1834.255	1834.175	1834.175	1
2023-02-16 23:37:00	1834.205	1834.315	1834.095	1834.295	1
2023-02-16 23:38:00	1834.305	1834.355	1834.175	1834.305	1
2023-02-16 23:39:00	1834.285	1834.285	1834.155	1834.165	1
2023-02-16 23:40:00	1834.195	1834.355	1834.165	1834.315	1
2023-02-16 23:41:00	1834.348	1834.455	1834.325	1834.375	1
