Time	Open	High	Low	Close	Volume
2013-08-14 15:30:00	1688.887	1689.678	1688.373	1689.162	14
2013-08-14 15:45:00	1689.174	1689.386	1686.377	1687.394	15
2013-08-14 16:00:00	1687.375	1688.698	1687.173	1688.198	14
2013-08-14 16:15:00	1688.198	1689.892	1687.369	1689.892	15
2013-08-14 16:30:00	1689.9	1690.195	1688.187	1689.185	15
2013-08-14 16:45:00	1688.862	1688.898	1687.867	1687.888	14
2013-08-14 17:00:00	1687.871	1689.199	1687.38	1687.881	14
2013-08-14 17:15:00	1687.879	1688.671	1687.36	1687.372	14
2013-08-14 17:30:00	1687.385	1687.385	1684.661	1686.19	15
2013-08-14 17:45:00	1686.167	1687.199	1685.173	1686.69	15
2013-08-14 18:00:00	1686.68	1687.695	1686.173	1686.392	15
2013-08-14 18:15:00	1686.391	1686.89	1684.862	1685.884	15
2013-08-14 18:30:00	1685.878	1687.186	1685.666	1686.385	15
2013-08-14 18:45:00	1686.691	1687.895	1686.177	1686.862	15
2013-08-14 19:00:00	1687.19	1688.894	1686.164	1688.894	14
2013-08-14 19:15:00	1688.87	1689.677	1687.379	1687.67	15
2013-08-14 19:30:00	1687.674	1687.681	1685.86	1686.683	15
2013-08-14 19:45:00	1686.671	1686.896	1684.686	1685.162	15
2013-08-14 20:00:00	1684.88	1685.364	1683.665	1683.871	13
2013-08-14 20:30:00	1684.165	1685.195	1683.689	1684.892	13
2013-08-14 20:45:00	1684.879	1685.199	1684.171	1684.685	15
2013-08-14 21:00:00	1683.677	1684.487	1683.469	1683.473	10
2013-08-14 22:00:00	1682.198	1682.198	1679.57	1680.968	15
2013-08-14 22:15:00	1680.967	1681.198	1680.665	1680.981	15
2013-08-14 22:30:00	1680.963	1681.884	1680.963	1681.49	15
2013-08-14 22:45:00	1681.462	1681.499	1680.662	1680.996	15
2013-08-14 23:00:00	1680.982	1681	1680.461	1680.471	15
2013-08-14 23:15:00	1680.463	1680.7	1680.463	1680.665	15
2013-08-14 23:30:00	1680.688	1681.194	1680.663	1680.892	15
2013-08-14 23:45:00	1680.98	1681.198	1680.177	1680.374	15
2013-08-15 00:00:00	1680.371	1681.188	1680.164	1680.673	15
2013-08-15 00:15:00	1680.688	1681.998	1680.663	1681.675	15
2013-08-15 00:30:00	1681.684	1681.7	1681.461	1681.687	15
2013-08-15 00:45:00	1681.666	1681.972	1681.46	1681.698	15
2013-08-15 01:00:00	1681.975	1682.697	1681.665	1681.962	15
2013-08-15 01:15:00	1681.996	1682.996	1681.67	1682.976	15
2013-08-15 01:30:00	1682.963	1683.194	1682.667	1682.974	15
2013-08-15 01:45:00	1683.179	1683.698	1683.16	1683.485	15
2013-08-15 02:00:00	1683.494	1683.693	1682.962	1683.481	15
2013-08-15 02:15:00	1683.464	1684.176	1683.462	1683.972	15
2013-08-15 02:30:00	1683.976	1684.198	1683.463	1683.666	15
2013-08-15 02:45:00	1683.692	1683.972	1683.161	1683.483	15
2013-08-15 03:00:00	1683.473	1683.495	1682.661	1682.679	15
2013-08-15 03:15:00	1682.66	1682.999	1682.16	1682.167	15
2013-08-15 03:30:00	1682.189	1682.699	1681.66	1682.675	15
2013-08-15 03:45:00	1682.668	1683.192	1682.661	1683.176	15
2013-08-15 04:00:00	1683.175	1683.19	1682.66	1682.685	15
2013-08-15 04:15:00	1682.692	1682.699	1682.161	1682.462	15
2013-08-15 04:30:00	1682.473	1682.494	1681.966	1682.167	15
