time,open,high,low,close,volume
1742544000,3061.530000,3090.100000,3046.230000,3054.220000,15.8552
1742558400,3050.970000,3055.760000,3035.220000,3040.220000,0.7882
1742572800,3036.810000,3038.330000,3036.810000,3038.330000,1.4446
1742587200,3039.070000,3039.080000,3034.750000,3037.080000,1.3247
1742601600,3037.940000,3042.950000,3037.940000,3040.740000,0.0957
1742616000,3039.840000,3041.630000,3039.840000,3041.630000,0.0362
1742630400,3045.920000,3045.920000,3040.970000,3040.970000,0.0545
1742644800,3046.250000,3046.250000,3040.620000,3041.340000,6.3215
1742659200,3041.340000,3041.340000,3041.220000,3041.230000,0.1145
1742673600,3046.510000,3046.510000,3043.150000,3043.150000,0.0177
1742688000,3052.060000,3052.060000,3045.520000,3045.650000,2.3247
1742702400,3044.260000,3048.880000,3044.260000,3044.680000,0.2604
1742716800,3044.370000,3048.910000,3043.590000,3048.910000,3.5205
1742731200,3048.740000,3055.120000,3048.000000,3048.530000,0.1573
1742745600,3050.780000,3054.940000,3050.780000,3050.790000,2.0794
1742760000,3055.710000,3058.220000,3044.960000,3050.580000,2.5977
1742774400,3050.580000,3050.580000,3050.580000,3050.580000,0.0000
1742788800,3050.580000,3050.580000,3050.580000,3050.580000,0.0000
1742803200,3045.470000,3045.470000,3045.470000,3045.470000,0.0086
1742817600,3040.840000,3042.430000,3032.590000,3032.590000,3.2122
1742832000,3027.790000,3027.790000,3005.140000,3007.570000,1.9984
1742846400,3017.460000,3024.540000,3013.640000,3023.750000,5.0591
1742860800,3016.330000,3022.100000,3016.330000,3016.610000,0.0203
1742875200,3026.690000,3030.510000,3018.790000,3029.470000,0.2151
1742889600,3022.750000,3029.390000,3022.750000,3029.390000,0.0083
1742904000,3029.390000,3042.670000,3028.210000,3036.130000,1.2953
1742918400,3024.680000,3033.680000,3024.680000,3033.680000,0.0044
1742932800,3029.340000,3029.340000,3026.220000,3026.220000,0.5247
1742947200,3033.360000,3033.360000,3025.200000,3025.200000,2.0003
1742961600,3025.200000,3025.200000,3025.200000,3025.200000,0.0000
1742976000,3034.600000,3034.600000,3025.600000,3031.530000,17.0166
1742990400,3031.530000,3035.570000,3018.530000,3021.910000,0.0422
1743004800,3019.830000,3020.320000,3019.330000,3019.770000,0.1863
1743019200,3018.590000,3023.510000,3018.580000,3021.270000,0.2168
1743033600,3032.240000,3035.600000,3032.240000,3033.850000,0.3366
1743048000,3033.850000,3045.710000,3033.850000,3045.710000,1.9718
1743062400,3045.170000,3065.080000,3041.180000,3055.910000,2.6780
1743076800,3056.620000,3063.590000,3048.350000,3063.590000,0.2653
1743091200,3061.440000,3061.440000,3053.220000,3057.240000,0.1803
1743105600,3055.730000,3063.270000,3055.730000,3060.560000,0.0372
1743120000,3062.530000,3077.000000,3059.080000,3069.930000,1.2291
1743134400,3073.510000,3089.760000,3068.790000,3074.800000,5.0960
1743148800,3083.010000,3087.420000,3073.100000,3083.650000,46.3037
